0.20000000,3.60000000,0.36000000,0.72000000,1.08000000,1.44000000,1.80000000,2.16000000,2.52000000,2.88000000,3.24000000,3.00000000,0.30000000,0.60000000,0.90000000,1.20000000,1.50000000,1.80000000,2.10000000,2.40000000,2.70000000,2.40000000,0.24000000,0.48000000,0.72000000,0.96000000,1.20000000,1.44000000,1.68000000,1.92000000,2.16000000,1.80000000,0.18000000,0.36000000,0.54000000,0.72000000,0.90000000,1.08000000,1.26000000,1.44000000,1.62000000
,0.60000000,2.54343177,2.37081473,2.34507968,2.32646763,2.32384652,2.32185125,2.32160216,2.32113898,2.32229332,0.60000000,2.61863793,2.39686097,2.35786612,2.35786811,2.33025203,2.32885579,2.34357491,2.32132499,2.32068226,0.60000000,2.74646257,2.44336799,2.37032225,2.34552821,2.33332316,2.32660895,2.32465615,2.32464373,2.34692742,0.60000000,2.92200024,2.54006634,2.44053975,2.36930251,2.36865878,2.40927065,2.37667883,2.35952809,2.35564609
,0.90000000,3.14689775,2.90548642,2.84236471,2.80743400,2.79687067,2.85750588,2.78826753,2.78671225,2.78566420,0.90000000,3.23614419,2.95322696,2.87384748,2.84804742,2.80506154,2.79571434,2.79164036,2.79003024,2.78707703,0.90000000,3.36622198,3.02904705,2.91053096,2.85062134,2.82302777,2.80816277,2.82981495,2.79455185,2.79115140,0.90000000,3.56779973,3.14153353,2.99922824,2.90419062,2.85998543,2.90602724,2.83199549,2.82367190,2.81108995
,1.20000000,3.56481473,3.29498847,3.19218801,3.14548645,3.12234031,3.11054852,3.10421917,3.21068499,3.09757822,1.20000000,3.64774068,3.35914758,3.25091812,3.19034093,3.14137273,3.12334564,3.11250720,3.10679972,3.10214228,1.20000000,3.78389988,3.44498754,3.30387586,3.21653088,3.17230423,3.14565897,3.13699775,3.11826070,3.11096741,1.20000000,3.99096674,3.56410046,3.39762370,3.30555969,3.27018301,3.24596001,3.16488677,3.14549837,3.13973493
,1.50000000,3.87091410,3.59739860,3.46694929,3.40322029,3.36899445,3.34842063,3.33575521,3.32961849,3.32528211,1.50000000,3.95227046,3.66865624,3.55481647,3.46350727,3.39620454,3.36799309,3.35057576,3.33935363,3.33346639,1.50000000,4.08866831,3.75425872,3.60366163,3.50228151,3.44073602,3.40393782,3.39088695,3.36082776,3.34808543,1.50000000,4.27531770,3.86756006,3.70852834,3.59718260,3.57898389,3.51637971,3.49210870,3.46348342,3.38266492
,1.80000000,4.09152557,3.83699263,3.68975922,3.60962947,3.56444990,3.53587990,3.51762921,3.50567997,3.49772796,1.80000000,4.17092542,3.90687759,3.79160618,3.67411748,3.60044489,3.56419310,3.53971571,3.56139218,3.51182446,1.80000000,4.29692914,3.99474253,3.84550790,3.73024369,3.65741799,3.60996972,3.57979834,3.55306839,3.53628770,1.80000000,4.17066465,4.09198701,3.94751728,3.83892804,3.79745737,3.68996933,3.68183007,3.64567041,3.58266259
,2.10000000,4.26573224,4.02855167,3.92608598,3.78103477,3.72730538,3.69024674,3.66554658,3.64950145,3.63817281,2.10000000,4.14563550,4.09722416,3.97637994,3.84604931,3.76968869,3.72516800,3.69511026,3.67285102,3.65646261,2.10000000,3.81641035,4.17592702,4.03459514,3.91778416,3.83762210,3.78141271,3.74402161,3.71163068,3.68981317,2.10000000,3.70559913,4.07308340,4.13611333,4.05970988,3.98926338,3.87479862,3.85396083,3.81239432,3.74681861
,2.40000000,3.85710557,4.18603222,4.06313062,3.92756263,3.86200428,3.82024606,3.79147132,3.77164721,3.75499606,2.40000000,3.76440883,4.27023729,4.13220843,3.99050395,3.91460697,3.86235158,3.82543802,3.79920602,3.77914508,2.40000000,3.66060932,4.20955340,4.19008414,4.07709757,3.99050156,3.92814914,3.88523817,3.84730776,3.81867210,2.40000000,3.39219888,4.01884278,4.30284421,4.21606541,4.16924993,4.09253716,3.99982492,3.95071864,3.94136230
,2.70000000,3.39863047,3.93149781,3.93810092,3.92416391,3.92075452,3.91500068,3.89758818,3.87304877,3.85430437,2.70000000,3.25674794,3.88935082,3.93476920,3.92798330,3.92606258,3.92024120,3.91636148,3.90812411,3.88382348,2.70000000,3.32248211,3.83179585,4.07825311,3.93816558,3.92714811,3.92835393,3.91963467,3.96377029,3.93534827,2.70000000,3.05615808,3.52303621,3.94841541,4.01886376,4.08477711,3.99336634,3.97883943,4.01291992,4.00927139
,3.00000000,3.32009892,3.59525383,3.62627937,3.61788736,3.62199512,3.61844831,3.61364848,3.60883971,3.70567573,3.00000000,3.12860012,3.59014173,3.61859335,3.62920794,3.62118582,3.61762577,3.61584756,3.63824798,3.72176402,3.00000000,2.98936930,3.57451141,3.83100145,3.65088913,3.63823010,3.62324350,3.61825327,3.69469358,3.80968220,3.00000000,2.84840597,3.23538747,3.71809569,3.70665093,3.76310746,3.67643403,3.67704034,3.71847120,3.93980907
0.40000000,3.60000000,0.36000000,0.72000000,1.08000000,1.44000000,1.80000000,2.16000000,2.52000000,2.88000000,3.24000000,3.00000000,0.30000000,0.60000000,0.90000000,1.20000000,1.50000000,1.80000000,2.10000000,2.40000000,2.70000000,2.40000000,0.24000000,0.48000000,0.72000000,0.96000000,1.20000000,1.44000000,1.68000000,1.92000000,2.16000000,1.80000000,0.18000000,0.36000000,0.54000000,0.72000000,0.90000000,1.08000000,1.26000000,1.44000000,1.62000000
,0.60000000,3.47917179,3.20869850,3.15002104,3.10686827,3.09938225,3.09811334,3.09587916,3.09739543,3.09932166,0.60000000,3.61416406,3.23648387,3.16543910,3.13287079,3.10588843,3.12273337,3.11752558,3.12496920,3.12523577,0.60000000,3.84236243,3.31789719,3.13664708,3.13664708,3.12969983,3.11097205,3.11094092,3.10046573,3.12951704,0.60000000,4.11008596,3.47899563,3.28972439,3.18295956,3.17499836,3.18304102,3.16743155,3.14066642,3.09559206
,0.90000000,4.32268355,3.89836576,3.79649321,3.74780840,3.73025470,3.72231086,3.71852822,3.71573316,3.71523248,0.90000000,4.50502396,3.97776948,3.85616620,3.78211869,3.74329911,3.73015351,3.72387727,3.72099797,3.71703227,0.90000000,4.63889864,4.10774946,3.81242355,3.81242355,3.77120945,3.74796549,3.75129832,3.72750441,3.72752428,0.90000000,4.34485144,4.31708018,4.04965692,3.90287717,3.88106214,3.86519723,3.76653353,3.75539038,3.72713433
,1.20000000,4.56296294,4.42058643,4.26449158,4.19838958,4.16619734,4.14938927,4.14060796,4.13436978,4.13058025,1.20000000,4.52882670,4.52253024,4.35351398,4.24216500,4.19115181,4.16589843,4.15262425,4.14201993,4.13595438,1.20000000,3.99826235,4.67390661,4.30205089,4.30205089,4.23643633,4.19778073,4.18616092,4.15903197,4.14628188,1.20000000,3.73314884,4.54795493,4.58937707,4.42262579,4.37615139,4.26409200,4.25713945,4.20769365,4.16747552
,1.50000000,3.92875444,4.82523479,4.63188754,4.54164535,4.49277825,4.46489274,4.44895843,4.43911477,4.43270169,1.50000000,4.06884504,4.94133177,4.74215197,4.59556882,4.53036967,4.49269991,4.46941020,4.45370334,4.44293060,1.50000000,3.42155487,4.55843002,4.68166026,4.68166026,4.59334699,4.54126123,4.51358235,4.48178375,4.46400340,1.50000000,3.19565364,3.92471306,5.00059847,4.82583235,4.76525814,4.66716252,4.59207542,4.53910298,4.48778281
,1.80000000,3.70405780,5.14693757,4.92814812,4.81651028,4.75241343,4.71421844,4.69112760,4.67448864,4.66381245,1.80000000,3.51383752,4.54987089,5.03789253,4.88245322,4.80246180,4.75283232,4.71963982,4.69763577,4.68045937,1.80000000,3.27578386,4.02170188,4.98518911,4.98518911,4.88623414,4.81524302,4.77321247,4.73844442,4.71028321,1.80000000,2.77627822,3.47876681,4.14259533,5.17709653,5.07128570,4.95956540,4.86687819,4.81307904,4.73473469
,2.10000000,3.22177498,4.82879185,5.19177708,5.04920041,4.96684828,4.91936531,4.88753613,4.86566167,4.85007233,2.10000000,3.21398694,3.97580318,5.28070956,5.14803050,5.02856396,4.96693011,4.92554300,4.89707111,4.89525353,2.10000000,2.71658014,3.61437533,5.24051631,5.24051631,5.12452126,5.04391929,4.99325446,4.94808032,4.91259069,2.10000000,2.62877588,3.06118565,3.82908597,4.62625763,5.31090042,5.19552937,5.10016253,5.04040836,4.86175808
